Container is store 10000 plants:
0: Tree: age = 74581, name = XwFnuYs, GetQuotient = 0.14285714285714285
330: Tree: age = 46271, name = eBQwrucTZpGswWxr, GetQuotient = 0.125
331: Bush: month = Month.MAY, name = aeg, GetQuotient = 0.6666666666666666
332: Tree: age = 58376, name = OVlGuCJymbRzNWhsqA, GetQuotient = 0.05555555555555555
333: Bush: month = Month.JULY, name = bkCxHiHoyaRdJ, GetQuotient = 0.23076923076923078
334: Tree: age = 41778, name = Ply, GetQuotient = 0.0
335: Flower: name = RTtcj, Type = Type.WILD, GetQuotient = 0.0
336: Tree: age = 48347, name = ruMQOgeDuhP, GetQuotient = 0.2727272727272727
337: Bush: month = Month.AUGUST, name = IRNDfPsqFu, GetQuotient = 0.1
338: Tree: age = 72380, name = PmSY, GetQuotient = 0.0
339: Bush: month = Month.JUNE, name = FrDQqTm, GetQuotient = 0.0
340: Bush: month = Month.NOVEMBER, name = yiaWuVnQnIKQPHpbEdp, GetQuotient = 0.15789473684210525
341: Flower: name = t, Type = Type.GARDEN, GetQuotient = 0.0
342: Tree: age = 41621, name = NR, GetQuotient = 0.0
343: Bush: month = Month.SEPTEMBER, name = kshsCTXa, GetQuotient = 0.125
344: Bush: month = Month.FEBRUARY, name = GModmRIl, GetQuotient = 0.125
345: Flower: name = ONaX, Type = Type.WILD, GetQuotient = 0.25
346: Flower: name = JvorhaLDXpQ, Type = Type.WILD, GetQuotient = 0.18181818181818182
347: Tree: age = 37788, name = XKvCsU, GetQuotient = 0.0
348: Flower: name = mApLgnjMycpNybYq, Type = Type.WILD, GetQuotient = 0.0
349: Tree: age = 46317, name = pOCRTxK, GetQuotient = 0.0
350: Tree: age = 63970, name = vylANfI, GetQuotient = 0.0
351: Tree: age = 47937, name = fkueoHSGa, GetQuotient = 0.4444444444444444
352: Bush: month = Month.SEPTEMBER, name = SkMJfqEnODxorVaoBiKh, GetQuotient = 0.2
353: Bush: month = Month.OCTOBER, name = wNpkeXU, GetQuotient = 0.14285714285714285
354: Tree: age = 52666, name = BAKgGtZO, GetQuotient = 0.0
355: Bush: month = Month.JULY, name = XLjsTxpe, GetQuotient = 0.125
356: Bush: month = Month.MAY, name = JL, GetQuotient = 0.0
357: Bush: month = Month.MAY, name = pH, GetQuotient = 0.0
358: Tree: age = 29579, name = EpYf, GetQuotient = 0.0
359: Bush: month = Month.MARCH, name = tpOQlZkLxayOTEJfzM, GetQuotient = 0.05555555555555555
360: Bush: month = Month.APRIL, name = TPH, GetQuotient = 0.0
361: Bush: month = Month.MAY, name = pdK, GetQuotient = 0.0
362: Flower: name = LTBIrbEBsMBbhTbFZal, Type = Type.GARDEN, GetQuotient = 0.05263157894736842
363: Bush: month = Month.JULY, name = n, GetQuotient = 0.0
364: Tree: age = 14186, name = Jz, GetQuotient = 0.0
365: Flower: name = E, Type = Type.GARDEN, GetQuotient = 0.0
366: Tree: age = 41331, name = OfkSvDPCajy, GetQuotient = 0.09090909090909091
367: Flower: name = JRCdztMmioZdODXJCRB, Type = Type.HOUSE, GetQuotient = 0.10526315789473684
368: Flower: name = QxDWOhfOG, Type = Type.GARDEN, GetQuotient = 0.0
369: Bush: month = Month.NOVEMBER, name = EhDhDCuqMVdUSmH, GetQuotient = 0.06666666666666667
370: Bush: month = Month.OCTOBER, name = BoMvgWsIbMmFDFT, GetQuotient = 0.06666666666666667
371: Flower: name = frxdaLvMDOwMEmoEvnV, Type = Type.HOUSE, GetQuotient = 0.10526315789473684
372: Bush: month = Month.AUGUST, name = SsqMUiGYqsADYX, GetQuotient = 0.07142857142857142
373: Tree: age = 15597, name = ElDMSVWiYXwPweEPahSO, GetQuotient = 0.15
374: Tree: age = 63817, name = abGHOYJD, GetQuotient = 0.125
375: Tree: age = 53801, name = CnmAknGEAbLQPPGwUtjS, GetQuotient = 0.0
376: Bush: month = Month.JANUARY, name = AMLV, GetQuotient = 0.0
377: Tree: age = 69243, name = bYAtCjveoPqvDIaoPyY, GetQuotient = 0.21052631578947367
378: Flower: name = EvMSPPdUMfyaLJ, Type = Type.WILD, GetQuotient = 0.07142857142857142
379: Flower: name = UeTyqRQE, Type = Type.GARDEN, GetQuotient = 0.125
380: Bush: month = Month.SEPTEMBER, name = CqJ, GetQuotient = 0.0
381: Tree: age = 78722, name = AUaluXNzx, GetQuotient = 0.2222222222222222
382: Flower: name = bYuxyRKfnNVSAZ, Type = Type.WILD, GetQuotient = 0.07142857142857142
383: Flower: name = IaJsdBSverxL, Type = Type.GARDEN, GetQuotient = 0.16666666666666666
384: Flower: name = HdMDyIAe, Type = Type.GARDEN, GetQuotient = 0.125
385: Bush: month = Month.DECEMBER, name = kIKtYLbtMj, GetQuotient = 0.0
386: Bush: month = Month.SEPTEMBER, name = WHXSHcg, GetQuotient = 0.0
387: Bush: month = Month.DECEMBER, name = oI, GetQuotient = 0.5
388: Flower: name = LuFOKgCFboc, Type = Type.GARDEN, GetQuotient = 0.18181818181818182
389: Tree: age = 46804, name = IqweIznzEGEmkxodI, GetQuotient = 0.11764705882352941
390: Bush: month = Month.NOVEMBER, name = LBhMD, GetQuotient = 0.0
391: Bush: month = Month.NOVEMBER, name = oyiJOxjRsMAgkViMyfQp, GetQuotient = 0.15
392: Tree: age = 43472, name = T, GetQuotient = 0.0
393: Tree: age = 26816, name = NJwFjMPqLPRSKiI, GetQuotient = 0.06666666666666667
394: Tree: age = 22963, name = skhnqDxDGjctJyF, GetQuotient = 0.0
395: Bush: month = Month.AUGUST, name = XVtWNCi, GetQuotient = 0.14285714285714285
396: Flower: name = yvDHfgtpYecKei, Type = Type.HOUSE, GetQuotient = 0.21428571428571427
397: Flower: name = imdIKNrIGOJiSVHlXUyY, Type = Type.WILD, GetQuotient = 0.1
398: Flower: name = WgvYSouYnzgAhNWj, Type = Type.WILD, GetQuotient = 0.125
399: Bush: month = Month.APRIL, name = rxlSZNaW, GetQuotient = 0.125
400: Bush: month = Month.NOVEMBER, name = QY, GetQuotient = 0.0
401: Flower: name = Boo, Type = Type.HOUSE, GetQuotient = 0.6666666666666666
402: Bush: month = Month.AUGUST, name = d, GetQuotient = 0.0
403: Bush: month = Month.APRIL, name = mNqtHvyjBHiNb, GetQuotient = 0.07692307692307693
404: Flower: name = IHpQaykApWMMCTNlx, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
405: Flower: name = HFKbuRCMsHTFFQtypV, Type = Type.WILD, GetQuotient = 0.05555555555555555
406: Bush: month = Month.JUNE, name = WPiFeG, GetQuotient = 0.3333333333333333
407: Bush: month = Month.MAY, name = zIPMmNQrgJQMlNnaq, GetQuotient = 0.058823529411764705
408: Bush: month = Month.MAY, name = nGfnU, GetQuotient = 0.0
409: Tree: age = 50689, name = OTAraLTbjJWwkMPSmq, GetQuotient = 0.05555555555555555
410: Flower: name = jvXeJmv, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
411: Tree: age = 97489, name = bCXjOcYNHnxyszp, GetQuotient = 0.0
412: Flower: name = nOsIGJWSdRj, Type = Type.GARDEN, GetQuotient = 0.0
413: Bush: month = Month.MAY, name = YPnQhCbqtlwsbT, GetQuotient = 0.0
414: Bush: month = Month.SEPTEMBER, name = y, GetQuotient = 0.0
415: Tree: age = 19623, name = ZygHBXYzEZpfkk, GetQuotient = 0.0
416: Bush: month = Month.NOVEMBER, name = YTvL, GetQuotient = 0.0
417: Bush: month = Month.MARCH, name = msgu, GetQuotient = 0.25
418: Flower: name = nuldSHxdst, Type = Type.WILD, GetQuotient = 0.1
419: Flower: name = HLgabzhQih, Type = Type.HOUSE, GetQuotient = 0.2
420: Flower: name = WBZeAVDyL, Type = Type.HOUSE, GetQuotient = 0.1111111111111111
421: Flower: name = saWQoB, Type = Type.WILD, GetQuotient = 0.3333333333333333
422: Tree: age = 97388, name = umJgWosFDMDxoLcIFg, GetQuotient = 0.16666666666666666
423: Bush: month = Month.APRIL, name = RuDK, GetQuotient = 0.25
424: Flower: name = GX, Type = Type.WILD, GetQuotient = 0.0
425: Flower: name = phcEdvK, Type = Type.GARDEN, GetQuotient = 0.0
426: Flower: name = JjinYULKuTzKnueAbRE, Type = Type.WILD, GetQuotient = 0.21052631578947367
427: Bush: month = Month.JULY, name = piaPjeISO, GetQuotient = 0.3333333333333333
428: Bush: month = Month.APRIL, name = d, GetQuotient = 0.0
429: Tree: age = 38567, name = DaRpeBeJGjwizXpKlX, GetQuotient = 0.2222222222222222
430: Bush: month = Month.SEPTEMBER, name = Jc, GetQuotient = 0.0
431: Tree: age = 9673, name = KMaMGfYQWbW, GetQuotient = 0.09090909090909091
432: Tree: age = 18766, name = PdWjiJOMFWXOL, GetQuotient = 0.07692307692307693
433: Flower: name = GrIwsYhxUsIlpP, Type = Type.WILD, GetQuotient = 0.0
434: Tree: age = 7809, name = YPeRZeVvPCEMddgkDaR, GetQuotient = 0.15789473684210525
435: Bush: month = Month.NOVEMBER, name = QeZTzuZTn, GetQuotient = 0.2222222222222222
436: Bush: month = Month.JULY, name = swHQY, GetQuotient = 0.0
437: Bush: month = Month.AUGUST, name = ijgNQcIwzJmSdCCcvQb, GetQuotient = 0.05263157894736842
438: Tree: age = 77361, name = zlfqMQnQak, GetQuotient = 0.1
439: Bush: month = Month.JULY, name = umey, GetQuotient = 0.5
440: Flower: name = EBoFL, Type = Type.WILD, GetQuotient = 0.2
441: Tree: age = 48846, name = adCoXwzcwZufyr, GetQuotient = 0.21428571428571427
442: Bush: month = Month.SEPTEMBER, name = AKSUQEXl, GetQuotient = 0.0
443: Flower: name = NUHMnJXYDd, Type = Type.GARDEN, GetQuotient = 0.0
444: Bush: month = Month.APRIL, name = hAquwt, GetQuotient = 0.16666666666666666
445: Tree: age = 85526, name = YPVZdxZYFYAOO, GetQuotient = 0.0
446: Bush: month = Month.DECEMBER, name = pSgHDhpajQk, GetQuotient = 0.09090909090909091
447: Tree: age = 35946, name = qhnIrNQ, GetQuotient = 0.0
448: Flower: name = Pk, Type = Type.HOUSE, GetQuotient = 0.0
449: Bush: month = Month.NOVEMBER, name = HdVredjvOLWwbZWSmJN, GetQuotient = 0.05263157894736842
450: Bush: month = Month.APRIL, name = Wh, GetQuotient = 0.0
451: Bush: month = Month.JUNE, name = NobIRtrHJhJubSNw, GetQuotient = 0.125
452: Bush: month = Month.JUNE, name = ogYbkRcGDpNtfltrUkY, GetQuotient = 0.05263157894736842
453: Bush: month = Month.JULY, name = mIbOWLSziGt, GetQuotient = 0.09090909090909091
454: Bush: month = Month.AUGUST, name = Cr, GetQuotient = 0.0
455: Tree: age = 69403, name = TxcEweLcUJl, GetQuotient = 0.09090909090909091
456: Tree: age = 24987, name = rDqxWYXCth, GetQuotient = 0.0
457: Flower: name = sBWzOvpbSFk, Type = Type.GARDEN, GetQuotient = 0.0
458: Flower: name = JpagsalbrtJN, Type = Type.WILD, GetQuotient = 0.16666666666666666
459: Flower: name = DDXGruTVXJdbfifmSCt, Type = Type.WILD, GetQuotient = 0.10526315789473684
460: Tree: age = 6946, name = jFnyDXRHoWVnr, GetQuotient = 0.07692307692307693
461: Flower: name = SrfSkWTytcjUlQWz, Type = Type.HOUSE, GetQuotient = 0.0
462: Tree: age = 54084, name = oFcOCVPKROXJmDPA, GetQuotient = 0.0625
463: Flower: name = YLICezvzdeZJtmBdWUe, Type = Type.WILD, GetQuotient = 0.15789473684210525
464: Bush: month = Month.JULY, name = MizOv, GetQuotient = 0.2
465: Flower: name = TuGAuoLAHRRYAurtv, Type = Type.WILD, GetQuotient = 0.23529411764705882
466: Tree: age = 30841, name = AJUWpT, GetQuotient = 0.0
467: Bush: month = Month.NOVEMBER, name = kBLYL, GetQuotient = 0.0
468: Tree: age = 3931, name = LwgKkBlC, GetQuotient = 0.0
469: Tree: age = 22064, name = XazBNEVzrySEhcETLK, GetQuotient = 0.05555555555555555
470: Tree: age = 51566, name = WPxbe, GetQuotient = 0.2
471: Tree: age = 55801, name = pXs, GetQuotient = 0.0
472: Flower: name = NHYiBkPO, Type = Type.WILD, GetQuotient = 0.125
473: Tree: age = 71271, name = vThPFWwHBFyFyfUn, GetQuotient = 0.0
474: Bush: month = Month.FEBRUARY, name = dAybOS, GetQuotient = 0.0
475: Bush: month = Month.FEBRUARY, name = anzdvBYeDHkjWxNDnw, GetQuotient = 0.1111111111111111
476: Bush: month = Month.AUGUST, name = CHuRqKFApBarMFGamu, GetQuotient = 0.2222222222222222
477: Tree: age = 265, name = SU, GetQuotient = 0.0
478: Tree: age = 45308, name = cBTYNfT, GetQuotient = 0.0
479: Tree: age = 96909, name = lpVYuCJ, GetQuotient = 0.14285714285714285
480: Flower: name = CLDRtaImHrUaKbOVC, Type = Type.HOUSE, GetQuotient = 0.11764705882352941
481: Bush: month = Month.SEPTEMBER, name = cgARY, GetQuotient = 0.0
482: Flower: name = KLPhBFS, Type = Type.WILD, GetQuotient = 0.0
483: Flower: name = GGiswYSqClCxnI, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
484: Tree: age = 9900, name = vLQB, GetQuotient = 0.0
485: Tree: age = 33095, name = WMqdpFhQMNeAFiPpS, GetQuotient = 0.11764705882352941
486: Tree: age = 73029, name = OwYiWbn, GetQuotient = 0.14285714285714285
487: Flower: name = LgK, Type = Type.GARDEN, GetQuotient = 0.0
488: Tree: age = 31588, name = FCyYJOKdAKKVvGm, GetQuotient = 0.0
489: Bush: month = Month.OCTOBER, name = gKpYUPudfbju, GetQuotient = 0.16666666666666666
490: Tree: age = 47955, name = qPyAOI, GetQuotient = 0.0
491: Flower: name = BIjPjGoVmsAGfTEc, Type = Type.HOUSE, GetQuotient = 0.0625
492: Tree: age = 91116, name = DCTBIa, GetQuotient = 0.16666666666666666
493: Flower: name = yZThIAc, Type = Type.WILD, GetQuotient = 0.0
494: Tree: age = 98698, name = wEwzmiVqnUZ, GetQuotient = 0.09090909090909091
495: Tree: age = 57610, name = sAnxddJlVbIzpxXyix, GetQuotient = 0.05555555555555555
496: Flower: name = clOtaU, Type = Type.GARDEN, GetQuotient = 0.16666666666666666
497: Bush: month = Month.JUNE, name = OdDxdq, GetQuotient = 0.0
498: Tree: age = 26200, name = KUNQAUvjYahad, GetQuotient = 0.15384615384615385
499: Bush: month = Month.NOVEMBER, name = yUDStd, GetQuotient = 0.0
500: Bush: month = Month.DECEMBER, name = TYsi, GetQuotient = 0.25
501: Flower: name = zVtIiV, Type = Type.WILD, GetQuotient = 0.16666666666666666
502: Flower: name = MdtdMYJVfWxGcTWMywf, Type = Type.WILD, GetQuotient = 0.0
503: Bush: month = Month.OCTOBER, name = cNjDorwSvunpL, GetQuotient = 0.15384615384615385
504: Tree: age = 38733, name = spzsZlBZwYBCkmkgz, GetQuotient = 0.0
505: Tree: age = 95952, name = RuvlRUQ, GetQuotient = 0.14285714285714285
506: Flower: name = ZLzN, Type = Type.WILD, GetQuotient = 0.0
507: Bush: month = Month.OCTOBER, name = rIYzXi, GetQuotient = 0.16666666666666666
508: Bush: month = Month.JULY, name = yYuBXIIANjkRuACWehAw, GetQuotient = 0.15
509: Tree: age = 19747, name = hO, GetQuotient = 0.0
510: Tree: age = 42514, name = J, GetQuotient = 0.0
511: Tree: age = 95411, name = CyqEJOcZEerN, GetQuotient = 0.08333333333333333
512: Bush: month = Month.JULY, name = sjIJNQmlWubRp, GetQuotient = 0.07692307692307693
513: Tree: age = 76352, name = iaLP, GetQuotient = 0.5
514: Flower: name = BaELIywRAJ, Type = Type.GARDEN, GetQuotient = 0.1
515: Bush: month = Month.OCTOBER, name = BLQSJjpaebHTNwfHRl, GetQuotient = 0.1111111111111111
516: Bush: month = Month.JUNE, name = zXSghUqrp, GetQuotient = 0.0
517: Tree: age = 68012, name = UKRLUzFrjQpkpfPGH, GetQuotient = 0.0
518: Flower: name = JktWHdL, Type = Type.HOUSE, GetQuotient = 0.0
519: Bush: month = Month.OCTOBER, name = hyGJZ, GetQuotient = 0.0
520: Flower: name = UaoeIoyxRqlplzQPskTS, Type = Type.HOUSE, GetQuotient = 0.2
521: Bush: month = Month.OCTOBER, name = yH, GetQuotient = 0.0
522: Bush: month = Month.MAY, name = kbuSdejRAgggehY, GetQuotient = 0.2
523: Tree: age = 59840, name = eHlcMpRICBVEfXpmsT, GetQuotient = 0.05555555555555555
524: Flower: name = FnRZkaIgV, Type = Type.WILD, GetQuotient = 0.1111111111111111
525: Flower: name = T, Type = Type.WILD, GetQuotient = 0.0
526: Tree: age = 57411, name = LcBmqN, GetQuotient = 0.0
527: Bush: month = Month.MARCH, name = ZIIFoTIsTAVfpoC, GetQuotient = 0.13333333333333333
528: Flower: name = uFmQW, Type = Type.WILD, GetQuotient = 0.2
529: Bush: month = Month.NOVEMBER, name = ywWhPSXuCymhmpBN, GetQuotient = 0.0625
530: Bush: month = Month.JANUARY, name = tZKsmCc, GetQuotient = 0.0
531: Tree: age = 95847, name = zuso, GetQuotient = 0.5
532: Flower: name = Shwv, Type = Type.WILD, GetQuotient = 0.0
533: Flower: name = UfCkV, Type = Type.HOUSE, GetQuotient = 0.0
534: Flower: name = AijXJocJqMKovwtEmVM, Type = Type.GARDEN, GetQuotient = 0.15789473684210525
535: Bush: month = Month.SEPTEMBER, name = QdAzhSEIoiGHgVXiXGwE, GetQuotient = 0.15
536: Bush: month = Month.JULY, name = JBJVORnRG, GetQuotient = 0.0
537: Bush: month = Month.JULY, name = UPXy, GetQuotient = 0.0
538: Flower: name = xCXGgCIAH, Type = Type.GARDEN, GetQuotient = 0.0
539: Tree: age = 98833, name = GBlzZuYqJDUam, GetQuotient = 0.15384615384615385
540: Flower: name = wdySmfdeYYldNBQKF, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
541: Flower: name = AlVbNAc, Type = Type.GARDEN, GetQuotient = 0.0
542: Flower: name = lUHhQpqu, Type = Type.HOUSE, GetQuotient = 0.125
543: Flower: name = LZiOVolhMoSUtmW, Type = Type.HOUSE, GetQuotient = 0.2
544: Bush: month = Month.NOVEMBER, name = Uc, GetQuotient = 0.0
545: Flower: name = KqrszrnrAjaDYH, Type = Type.HOUSE, GetQuotient = 0.07142857142857142
546: Flower: name = uKbMitULAKHwnBAgCc, Type = Type.GARDEN, GetQuotient = 0.1111111111111111
547: Tree: age = 36339, name = uSVepivqyPvIRPP, GetQuotient = 0.2
548: Flower: name = QZvxQvcFKQt, Type = Type.WILD, GetQuotient = 0.0
549: Bush: month = Month.MARCH, name = q, GetQuotient = 0.0
550: Bush: month = Month.MARCH, name = wVTN, GetQuotient = 0.0
551: Bush: month = Month.AUGUST, name = p, GetQuotient = 0.0
552: Bush: month = Month.DECEMBER, name = XEwBkv, GetQuotient = 0.0
553: Tree: age = 67338, name = cOaIhUNdbIytr, GetQuotient = 0.07692307692307693
554: Flower: name = FBgJG, Type = Type.WILD, GetQuotient = 0.0
555: Bush: month = Month.OCTOBER, name = JWxp, GetQuotient = 0.0
556: Tree: age = 26698, name = JiytMkjpuPmEyChcxpo, GetQuotient = 0.15789473684210525
557: Tree: age = 96544, name = FRQJwiCZViVOH, GetQuotient = 0.15384615384615385
558: Bush: month = Month.AUGUST, name = CLwJV, GetQuotient = 0.0
559: Tree: age = 59902, name = bCJQVyVuIykJbLME, GetQuotient = 0.0625
560: Flower: name = xQlrajuLgzjm, Type = Type.WILD, GetQuotient = 0.16666666666666666
561: Flower: name = HlNSwld, Type = Type.HOUSE, GetQuotient = 0.0
562: Bush: month = Month.OCTOBER, name = qiBzhofkmNDpUH, GetQuotient = 0.14285714285714285
563: Flower: name = RSidNkOkZzityzeZv, Type = Type.GARDEN, GetQuotient = 0.17647058823529413
564: Bush: month = Month.DECEMBER, name = wTUQFRxN, GetQuotient = 0.0
565: Flower: name = PRqmCeKHIuaMPnIAag, Type = Type.WILD, GetQuotient = 0.2222222222222222
566: Tree: age = 81815, name = AgxsEa, GetQuotient = 0.16666666666666666
567: Bush: month = Month.DECEMBER, name = IdHxQhJtebdSBVzVmPE, GetQuotient = 0.05263157894736842
568: Flower: name = WBE, Type = Type.GARDEN, GetQuotient = 0.0
569: Flower: name = gi, Type = Type.WILD, GetQuotient = 0.5
570: Tree: age = 4163, name = YZpkXqwHNRsypLW, GetQuotient = 0.0
571: Tree: age = 20414, name = yylJgmLABsKHiYVM, GetQuotient = 0.0625
572: Tree: age = 33201, name = YpsQjjrKpAOA, GetQuotient = 0.0
573: Bush: month = Month.FEBRUARY, name = JPocOJNUwADvPPOGFAS, GetQuotient = 0.05263157894736842
574: Flower: name = GIQqlbFrZv, Type = Type.HOUSE, GetQuotient = 0.0
575: Tree: age = 85550, name = YaSvKraeMudXdlJGlCWb, GetQuotient = 0.2
576: Bush: month = Month.FEBRUARY, name = cjcxjDTVQGz, GetQuotient = 0.0
577: Tree: age = 56636, name = BDcbOLJAJEnhdhXPcCc, GetQuotient = 0.0
578: Bush: month = Month.APRIL, name = rFMoGNebbwmBCopzYmiW, GetQuotient = 0.2
579: Flower: name = gdUyyjQukZmdPwDf, Type = Type.WILD, GetQuotient = 0.0625
580: Tree: age = 91216, name = mwxDogesNyJ, GetQuotient = 0.18181818181818182
581: Flower: name = MrxoGPJBXsUqpLWfCh, Type = Type.WILD, GetQuotient = 0.05555555555555555
582: Bush: month = Month.AUGUST, name = CyjEpCsmjhs, GetQuotient = 0.0
583: Bush: month = Month.MAY, name = lzbMHj, GetQuotient = 0.0
584: Tree: age = 45617, name = wFoMcTqAXPV, GetQuotient = 0.09090909090909091
585: Flower: name = QiELworoiPIXnKSHTD, Type = Type.GARDEN, GetQuotient = 0.2222222222222222
586: Flower: name = QRRrYFKwjAdlVuudw, Type = Type.WILD, GetQuotient = 0.11764705882352941
587: Flower: name = msKG, Type = Type.GARDEN, GetQuotient = 0.0
588: Tree: age = 23199, name = xCazDtUbXUuuc, GetQuotient = 0.23076923076923078
589: Bush: month = Month.SEPTEMBER, name = orpZWCgrsJYzdQuA, GetQuotient = 0.125
590: Tree: age = 11136, name = YTLlZLAWRFAMSAVaoc, GetQuotient = 0.1111111111111111
591: Bush: month = Month.APRIL, name = ZlzQNNdQSdZnLA, GetQuotient = 0.0
592: Bush: month = Month.JANUARY, name = sWeVg, GetQuotient = 0.2
593: Flower: name = hnFnpTq, Type = Type.HOUSE, GetQuotient = 0.0
594: Tree: age = 64794, name = VZBA, GetQuotient = 0.0
595: Bush: month = Month.JANUARY, name = OQtIvEfjfOxNAlqHUVoA, GetQuotient = 0.05
596: Flower: name = FdItXwTDGkbkl, Type = Type.WILD, GetQuotient = 0.0
597: Tree: age = 67941, name = hHkZAWKb, GetQuotient = 0.0
598: Bush: month = Month.JUNE, name = uHFONbXCxIMSfyZO, GetQuotient = 0.0625
599: Bush: month = Month.JUNE, name = Yj, GetQuotient = 0.0
600: Flower: name = IunmitBMDWT, Type = Type.WILD, GetQuotient = 0.18181818181818182
601: Tree: age = 39410, name = XHhYoCivKxJ, GetQuotient = 0.18181818181818182
602: Tree: age = 58934, name = CIrsWMHDTc, GetQuotient = 0.0
603: Flower: name = WHudaWXc, Type = Type.WILD, GetQuotient = 0.25
604: Tree: age = 68536, name = xLK, GetQuotient = 0.0
605: Flower: name = eKyP, Type = Type.HOUSE, GetQuotient = 0.25
606: Flower: name = bDVvvysRAmRiQqgfgm, Type = Type.WILD, GetQuotient = 0.05555555555555555
607: Tree: age = 40933, name = FsddscN, GetQuotient = 0.0
608: Bush: month = Month.FEBRUARY, name = DKVaD, GetQuotient = 0.2
609: Bush: month = Month.AUGUST, name = vOUMcglrxlvIaOyG, GetQuotient = 0.0625
610: Flower: name = QfwIDCVscbinZFmccKw, Type = Type.HOUSE, GetQuotient = 0.05263157894736842
611: Flower: name = eHOHaYWvhFgjclG, Type = Type.GARDEN, GetQuotient = 0.13333333333333333
612: Tree: age = 32628, name = l, GetQuotient = 0.0
613: Flower: name = RvJwbR, Type = Type.WILD, GetQuotient = 0.0
614: Flower: name = JZGsFb, Type = Type.HOUSE, GetQuotient = 0.0
615: Tree: age = 96978, name = STDpzbwdlTH, GetQuotient = 0.0
616: Bush: month = Month.MARCH, name = UvTOvwhLVQVFCRFViqtq, GetQuotient = 0.05
