Sorted container:
Container is store 10000 plants:
0: Tree: age = 75372, name = a, GetQuotient = 1.0
381: Tree: age = 4832, name = bwe, GetQuotient = 0.3333333333333333
382: Tree: age = 47333, name = PDa, GetQuotient = 0.3333333333333333
383: Flower: name = PoPwet, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
384: Flower: name = gLiQVa, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
385: Flower: name = xeeJgk, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
386: Flower: name = XesHEWaaiUIruvTBGu, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
387: Bush: month = Month.OCTOBER, name = nuT, GetQuotient = 0.3333333333333333
388: Bush: month = Month.MARCH, name = aTj, GetQuotient = 0.3333333333333333
389: Tree: age = 65308, name = owc, GetQuotient = 0.3333333333333333
390: Bush: month = Month.JULY, name = oDn, GetQuotient = 0.3333333333333333
391: Flower: name = vapuNdglu, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
392: Tree: age = 91453, name = LekoXJSAi, GetQuotient = 0.3333333333333333
393: Tree: age = 4347, name = iezTSW, GetQuotient = 0.3333333333333333
394: Tree: age = 5635, name = iqy, GetQuotient = 0.3333333333333333
395: Tree: age = 57744, name = FQaeHX, GetQuotient = 0.3333333333333333
396: Bush: month = Month.MAY, name = ijn, GetQuotient = 0.3333333333333333
397: Bush: month = Month.MARCH, name = wWinyo, GetQuotient = 0.3333333333333333
398: Tree: age = 27368, name = jDORoo, GetQuotient = 0.3333333333333333
399: Flower: name = AyritcRei, Type = Type.WILD, GetQuotient = 0.3333333333333333
400: Flower: name = weAuCAaGJRRReac, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
401: Bush: month = Month.MARCH, name = ekz, GetQuotient = 0.3333333333333333
402: Bush: month = Month.MAY, name = VuekZxpeA, GetQuotient = 0.3333333333333333
403: Tree: age = 46785, name = VaF, GetQuotient = 0.3333333333333333
404: Bush: month = Month.MAY, name = EheiPk, GetQuotient = 0.3333333333333333
405: Bush: month = Month.AUGUST, name = QbFMjGAoouSi, GetQuotient = 0.3333333333333333
406: Flower: name = NuG, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
407: Flower: name = uNEQJe, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
408: Tree: age = 34357, name = XoJ, GetQuotient = 0.3333333333333333
409: Tree: age = 31703, name = iXcQla, GetQuotient = 0.3333333333333333
410: Flower: name = saeweCCzEBsu, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
411: Tree: age = 70574, name = zjo, GetQuotient = 0.3333333333333333
412: Bush: month = Month.JULY, name = UuA, GetQuotient = 0.3333333333333333
413: Flower: name = wWNsou, Type = Type.WILD, GetQuotient = 0.3333333333333333
414: Flower: name = hOoNcu, Type = Type.WILD, GetQuotient = 0.3333333333333333
415: Bush: month = Month.MAY, name = UaJ, GetQuotient = 0.3333333333333333
416: Tree: age = 92668, name = ubQ, GetQuotient = 0.3333333333333333
417: Flower: name = erR, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
418: Flower: name = leG, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
419: Flower: name = LOKXei, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
420: Tree: age = 46997, name = MEi, GetQuotient = 0.3333333333333333
421: Flower: name = JLoihr, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
422: Tree: age = 99934, name = eHI, GetQuotient = 0.3333333333333333
423: Flower: name = RPiiucvVX, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
424: Flower: name = uSiRtYKFaNUi, Type = Type.WILD, GetQuotient = 0.3333333333333333
425: Tree: age = 86729, name = Qci, GetQuotient = 0.3333333333333333
426: Flower: name = edNnoc, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
427: Flower: name = DeX, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
428: Tree: age = 6595, name = baX, GetQuotient = 0.3333333333333333
429: Flower: name = Oet, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
430: Flower: name = biY, Type = Type.WILD, GetQuotient = 0.3333333333333333
431: Flower: name = saX, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
432: Bush: month = Month.NOVEMBER, name = HSiuOX, GetQuotient = 0.3333333333333333
433: Tree: age = 31717, name = doG, GetQuotient = 0.3333333333333333
434: Flower: name = pmuGNeDli, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
435: Flower: name = ecR, Type = Type.WILD, GetQuotient = 0.3333333333333333
436: Tree: age = 73722, name = ZJo, GetQuotient = 0.3333333333333333
437: Bush: month = Month.AUGUST, name = vaiGkoumkHKGuYv, GetQuotient = 0.3333333333333333
438: Tree: age = 24583, name = Uim, GetQuotient = 0.3333333333333333
439: Tree: age = 95430, name = guO, GetQuotient = 0.3333333333333333
440: Tree: age = 62646, name = izsled, GetQuotient = 0.3333333333333333
441: Bush: month = Month.NOVEMBER, name = jQu, GetQuotient = 0.3333333333333333
442: Bush: month = Month.MARCH, name = hioPMh, GetQuotient = 0.3333333333333333
443: Flower: name = iCd, Type = Type.WILD, GetQuotient = 0.3333333333333333
444: Tree: age = 18551, name = cuI, GetQuotient = 0.3333333333333333
445: Tree: age = 45126, name = ekessGBiI, GetQuotient = 0.3333333333333333
446: Tree: age = 99592, name = Jof, GetQuotient = 0.3333333333333333
447: Flower: name = itpiDniSS, Type = Type.WILD, GetQuotient = 0.3333333333333333
448: Flower: name = aGF, Type = Type.WILD, GetQuotient = 0.3333333333333333
449: Flower: name = oAS, Type = Type.WILD, GetQuotient = 0.3333333333333333
450: Flower: name = jij, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
451: Tree: age = 92739, name = ZWaoWE, GetQuotient = 0.3333333333333333
452: Flower: name = oIn, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
453: Bush: month = Month.MAY, name = Xen, GetQuotient = 0.3333333333333333
454: Flower: name = vqa, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
455: Bush: month = Month.JUNE, name = TJi, GetQuotient = 0.3333333333333333
456: Flower: name = Get, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
457: Tree: age = 59567, name = Mxi, GetQuotient = 0.3333333333333333
458: Flower: name = eXFaAaoVNPbI, Type = Type.WILD, GetQuotient = 0.3333333333333333
459: Flower: name = lWaRAa, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
460: Bush: month = Month.MAY, name = kLi, GetQuotient = 0.3333333333333333
461: Flower: name = purYRo, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
462: Bush: month = Month.JANUARY, name = fAo, GetQuotient = 0.3333333333333333
463: Flower: name = LXi, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
464: Bush: month = Month.FEBRUARY, name = Ane, GetQuotient = 0.3333333333333333
465: Flower: name = XJMuttipiadBeehzRMX, Type = Type.HOUSE, GetQuotient = 0.3157894736842105
466: Flower: name = jFMoMafvairQkZIiEad, Type = Type.HOUSE, GetQuotient = 0.3157894736842105
467: Tree: age = 15466, name = qRzualqsaDbITiuU, GetQuotient = 0.3125
468: Bush: month = Month.FEBRUARY, name = nzefoeHyeTZmMezz, GetQuotient = 0.3125
469: Flower: name = iOeaiZFYCUZNsYSo, Type = Type.WILD, GetQuotient = 0.3125
470: Flower: name = XVpehDoSaHooTHWq, Type = Type.WILD, GetQuotient = 0.3125
471: Bush: month = Month.JULY, name = ozRLiktiahHaOSkZ, GetQuotient = 0.3125
472: Tree: age = 46754, name = aVumikEiknmJqIaS, GetQuotient = 0.3125
473: Tree: age = 34568, name = wioraVBuXWFJWQYi, GetQuotient = 0.3125
474: Flower: name = XSDidiuinABRt, Type = Type.HOUSE, GetQuotient = 0.3076923076923077
475: Tree: age = 96453, name = YNJOoxJaaOiSq, GetQuotient = 0.3076923076923077
476: Bush: month = Month.AUGUST, name = jjueYazKkDhEi, GetQuotient = 0.3076923076923077
477: Tree: age = 30836, name = tuYoxPdmyoOxu, GetQuotient = 0.3076923076923077
478: Flower: name = luuMPilaOXrgZ, Type = Type.GARDEN, GetQuotient = 0.3076923076923077
479: Bush: month = Month.DECEMBER, name = mRPFseeloWnub, GetQuotient = 0.3076923076923077
480: Bush: month = Month.JANUARY, name = ImFyHXAIoQouu, GetQuotient = 0.3076923076923077
481: Bush: month = Month.FEBRUARY, name = eSovGiGEIlIIu, GetQuotient = 0.3076923076923077
482: Bush: month = Month.SEPTEMBER, name = owOahYTrViEet, GetQuotient = 0.3076923076923077
483: Bush: month = Month.SEPTEMBER, name = oGHZjaYJFavSe, GetQuotient = 0.3076923076923077
484: Flower: name = ghaaMILltiHil, Type = Type.WILD, GetQuotient = 0.3076923076923077
485: Bush: month = Month.OCTOBER, name = ATlJoyxCwsiue, GetQuotient = 0.3076923076923077
486: Bush: month = Month.NOVEMBER, name = EaAsLiFouruNVforNIHs, GetQuotient = 0.3
487: Bush: month = Month.FEBRUARY, name = mBOaoWEosy, GetQuotient = 0.3
488: Flower: name = HImeaLfZis, Type = Type.HOUSE, GetQuotient = 0.3
489: Flower: name = pRmZeoBuIQ, Type = Type.HOUSE, GetQuotient = 0.3
490: Flower: name = ugTKryavKu, Type = Type.GARDEN, GetQuotient = 0.3
491: Tree: age = 2160, name = XObuPgWgRuueQWHoaKYt, GetQuotient = 0.3
492: Flower: name = iBaQQluDwC, Type = Type.HOUSE, GetQuotient = 0.3
493: Tree: age = 68727, name = hDReNcuewZ, GetQuotient = 0.3
494: Tree: age = 50950, name = uJmOcNWaRo, GetQuotient = 0.3
495: Tree: age = 54180, name = wMuXolIRel, GetQuotient = 0.3
496: Flower: name = AkwgLLeDai, Type = Type.WILD, GetQuotient = 0.3
497: Bush: month = Month.JUNE, name = eoOSxEaUsx, GetQuotient = 0.3
498: Bush: month = Month.OCTOBER, name = ouCjniDOeDeGyWCAjFFe, GetQuotient = 0.3
499: Tree: age = 52178, name = NJCwfiAeaN, GetQuotient = 0.3
500: Tree: age = 51600, name = fZajOKaanR, GetQuotient = 0.3
501: Bush: month = Month.JUNE, name = OFWeuJcikF, GetQuotient = 0.3
502: Bush: month = Month.OCTOBER, name = awuwarYQKS, GetQuotient = 0.3
503: Flower: name = aeQJSzVLpe, Type = Type.HOUSE, GetQuotient = 0.3
504: Flower: name = uJIaQUkvUe, Type = Type.GARDEN, GetQuotient = 0.3
505: Tree: age = 82981, name = kIunLoLPwe, GetQuotient = 0.3
506: Tree: age = 59911, name = czvLiorXmjaqouBolKEh, GetQuotient = 0.3
507: Tree: age = 38580, name = eiewacgtjuXVcUEKODze, GetQuotient = 0.3
508: Flower: name = uQtvzeMezJ, Type = Type.GARDEN, GetQuotient = 0.3
509: Tree: age = 54307, name = sibeWcoNtp, GetQuotient = 0.3
510: Bush: month = Month.OCTOBER, name = CliLVJjitNxeaniviTFt, GetQuotient = 0.3
511: Bush: month = Month.JULY, name = oYIyqeroMG, GetQuotient = 0.3
512: Flower: name = yQMaNPilXbegjumirXVu, Type = Type.GARDEN, GetQuotient = 0.3
513: Bush: month = Month.JULY, name = wpbioFaCZP, GetQuotient = 0.3
514: Tree: age = 41045, name = junNtkUuiq, GetQuotient = 0.3
515: Flower: name = omMKtxXlooJxovwye, Type = Type.GARDEN, GetQuotient = 0.29411764705882354
516: Tree: age = 33288, name = DZZjZuEsoQZavkzoa, GetQuotient = 0.29411764705882354
517: Flower: name = FvKGuuuBsWQePNdwo, Type = Type.HOUSE, GetQuotient = 0.29411764705882354
518: Bush: month = Month.MARCH, name = qaoNtFbzCCaLtEvie, GetQuotient = 0.29411764705882354
519: Bush: month = Month.FEBRUARY, name = aLtaAKiZexInoKlrx, GetQuotient = 0.29411764705882354
520: Tree: age = 29555, name = DsYPAKidireOiuxfs, GetQuotient = 0.29411764705882354
521: Flower: name = aWagKZfWiCaxJXABi, Type = Type.HOUSE, GetQuotient = 0.29411764705882354
522: Tree: age = 74107, name = ibwgyuoNEgCKabiZf, GetQuotient = 0.29411764705882354
523: Flower: name = VwDePrAfuidotI, Type = Type.GARDEN, GetQuotient = 0.2857142857142857
524: Tree: age = 71188, name = RQxVoZi, GetQuotient = 0.2857142857142857
525: Flower: name = pZRuiikFNJwuNH, Type = Type.HOUSE, GetQuotient = 0.2857142857142857
526: Tree: age = 41063, name = evJabVM, GetQuotient = 0.2857142857142857
527: Flower: name = SzwPDagXhXoIao, Type = Type.GARDEN, GetQuotient = 0.2857142857142857
528: Tree: age = 9129, name = HdoseSV, GetQuotient = 0.2857142857142857
529: Tree: age = 92308, name = oZdvejT, GetQuotient = 0.2857142857142857
530: Flower: name = iZBXubb, Type = Type.WILD, GetQuotient = 0.2857142857142857
531: Bush: month = Month.NOVEMBER, name = PaLInoU, GetQuotient = 0.2857142857142857
532: Flower: name = MkKoWko, Type = Type.GARDEN, GetQuotient = 0.2857142857142857
533: Tree: age = 22281, name = RegSySwesaKJZe, GetQuotient = 0.2857142857142857
534: Flower: name = iuHSULY, Type = Type.HOUSE, GetQuotient = 0.2857142857142857
535: Tree: age = 57050, name = fekUXaS, GetQuotient = 0.2857142857142857
536: Flower: name = wkNiORo, Type = Type.GARDEN, GetQuotient = 0.2857142857142857
537: Bush: month = Month.DECEMBER, name = fJOiDak, GetQuotient = 0.2857142857142857
538: Flower: name = WkaRoKl, Type = Type.WILD, GetQuotient = 0.2857142857142857
539: Bush: month = Month.JANUARY, name = DSoyeLP, GetQuotient = 0.2857142857142857
540: Tree: age = 83112, name = cFioYAP, GetQuotient = 0.2857142857142857
541: Flower: name = HoNxcit, Type = Type.HOUSE, GetQuotient = 0.2857142857142857
542: Tree: age = 69058, name = faQEqHu, GetQuotient = 0.2857142857142857
543: Tree: age = 98581, name = dUuBLDa, GetQuotient = 0.2857142857142857
544: Flower: name = uagEDourzTqKRx, Type = Type.GARDEN, GetQuotient = 0.2857142857142857
545: Tree: age = 73674, name = ekBvjvutugcjiV, GetQuotient = 0.2857142857142857
546: Bush: month = Month.AUGUST, name = mqaIviXHeKufOV, GetQuotient = 0.2857142857142857
547: Flower: name = mLNirzFaJOupib, Type = Type.HOUSE, GetQuotient = 0.2857142857142857
548: Tree: age = 24677, name = OXauHlr, GetQuotient = 0.2857142857142857
549: Tree: age = 91969, name = oekdyZQ, GetQuotient = 0.2857142857142857
550: Tree: age = 38329, name = cpuMOoS, GetQuotient = 0.2857142857142857
551: Tree: age = 76369, name = uduDgpA, GetQuotient = 0.2857142857142857
552: Bush: month = Month.AUGUST, name = MpikmzuvoEllam, GetQuotient = 0.2857142857142857
553: Bush: month = Month.DECEMBER, name = uoXsHpX, GetQuotient = 0.2857142857142857
554: Bush: month = Month.FEBRUARY, name = MttEqae, GetQuotient = 0.2857142857142857
555: Flower: name = jTmdPiTDuFneoq, Type = Type.HOUSE, GetQuotient = 0.2857142857142857
556: Tree: age = 99920, name = znsuyoI, GetQuotient = 0.2857142857142857
557: Bush: month = Month.JANUARY, name = XeJQuNv, GetQuotient = 0.2857142857142857
558: Flower: name = gBeCziZ, Type = Type.GARDEN, GetQuotient = 0.2857142857142857
559: Bush: month = Month.DECEMBER, name = idqYeMg, GetQuotient = 0.2857142857142857
560: Bush: month = Month.JANUARY, name = XubTevp, GetQuotient = 0.2857142857142857
561: Tree: age = 17893, name = aZapXvJ, GetQuotient = 0.2857142857142857
562: Tree: age = 71721, name = LIooHCD, GetQuotient = 0.2857142857142857
563: Flower: name = DYjuKLa, Type = Type.GARDEN, GetQuotient = 0.2857142857142857
564: Flower: name = GPbwicu, Type = Type.GARDEN, GetQuotient = 0.2857142857142857
565: Bush: month = Month.MARCH, name = YZnawoeHuFjmZW, GetQuotient = 0.2857142857142857
566: Bush: month = Month.OCTOBER, name = eDkEiSF, GetQuotient = 0.2857142857142857
567: Bush: month = Month.NOVEMBER, name = nggEiOo, GetQuotient = 0.2857142857142857
568: Flower: name = FeFDPax, Type = Type.GARDEN, GetQuotient = 0.2857142857142857
569: Flower: name = OWRqiuU, Type = Type.WILD, GetQuotient = 0.2857142857142857
570: Tree: age = 70744, name = aFLXQPdwaZkQiu, GetQuotient = 0.2857142857142857
571: Flower: name = xFrZbaLFaiABMu, Type = Type.WILD, GetQuotient = 0.2857142857142857
572: Bush: month = Month.OCTOBER, name = NvoCIon, GetQuotient = 0.2857142857142857
573: Flower: name = XFAuopq, Type = Type.WILD, GetQuotient = 0.2857142857142857
574: Bush: month = Month.JULY, name = uSZLheh, GetQuotient = 0.2857142857142857
575: Bush: month = Month.OCTOBER, name = WdiciarnzRqKaP, GetQuotient = 0.2857142857142857
576: Tree: age = 21029, name = ixsRonk, GetQuotient = 0.2857142857142857
577: Bush: month = Month.MARCH, name = suJyowb, GetQuotient = 0.2857142857142857
578: Tree: age = 90020, name = urOlqaP, GetQuotient = 0.2857142857142857
579: Tree: age = 8556, name = oImacQc, GetQuotient = 0.2857142857142857
580: Bush: month = Month.JULY, name = eijzJGS, GetQuotient = 0.2857142857142857
581: Tree: age = 25071, name = oaByUnj, GetQuotient = 0.2857142857142857
582: Flower: name = DCuXRSo, Type = Type.HOUSE, GetQuotient = 0.2857142857142857
583: Bush: month = Month.FEBRUARY, name = sepHXiX, GetQuotient = 0.2857142857142857
584: Flower: name = LdoINhuosCqEar, Type = Type.GARDEN, GetQuotient = 0.2857142857142857
585: Flower: name = akYeHAF, Type = Type.WILD, GetQuotient = 0.2857142857142857
586: Tree: age = 64770, name = ZloiWBY, GetQuotient = 0.2857142857142857
587: Bush: month = Month.DECEMBER, name = eQHLXuFZSuGJet, GetQuotient = 0.2857142857142857
588: Tree: age = 86010, name = VVhQoiW, GetQuotient = 0.2857142857142857
589: Tree: age = 65883, name = nGBYobo, GetQuotient = 0.2857142857142857
590: Tree: age = 53268, name = ZPPVendolnixig, GetQuotient = 0.2857142857142857
591: Tree: age = 54761, name = HuhicOv, GetQuotient = 0.2857142857142857
592: Bush: month = Month.JANUARY, name = TwBDioR, GetQuotient = 0.2857142857142857
593: Flower: name = maMLuGd, Type = Type.HOUSE, GetQuotient = 0.2857142857142857
594: Bush: month = Month.OCTOBER, name = iaORLQE, GetQuotient = 0.2857142857142857
595: Bush: month = Month.AUGUST, name = tEecaXGaMAiKMXXzeJ, GetQuotient = 0.2777777777777778
596: Flower: name = onjavWpmjNisSKiqaw, Type = Type.HOUSE, GetQuotient = 0.2777777777777778
597: Bush: month = Month.APRIL, name = hkleubyukuxJTyOFle, GetQuotient = 0.2777777777777778
598: Flower: name = SRVBzetoiZMiaAlgSB, Type = Type.WILD, GetQuotient = 0.2777777777777778
599: Tree: age = 85911, name = DoerNEyueOxAIAeLvI, GetQuotient = 0.2777777777777778
600: Flower: name = HmMExZfelqeiepiBvr, Type = Type.GARDEN, GetQuotient = 0.2777777777777778
601: Bush: month = Month.OCTOBER, name = yMoDMegeiEOzjojkPW, GetQuotient = 0.2777777777777778
602: Flower: name = ERujiuknilOLNeSbkZ, Type = Type.HOUSE, GetQuotient = 0.2777777777777778
603: Flower: name = IaNoGeszbbQaLmEzJa, Type = Type.GARDEN, GetQuotient = 0.2777777777777778
604: Tree: age = 48347, name = ruMQOgeDuhP, GetQuotient = 0.2727272727272727
605: Tree: age = 88468, name = cBjxIideMom, GetQuotient = 0.2727272727272727
606: Tree: age = 92330, name = IirwFiPTFiR, GetQuotient = 0.2727272727272727
607: Bush: month = Month.SEPTEMBER, name = uxFbXnbQNuo, GetQuotient = 0.2727272727272727
608: Bush: month = Month.JULY, name = kSauxzjeLcI, GetQuotient = 0.2727272727272727
609: Flower: name = UuGuLNfTquD, Type = Type.GARDEN, GetQuotient = 0.2727272727272727
610: Bush: month = Month.OCTOBER, name = BIRIZeZoheb, GetQuotient = 0.2727272727272727
611: Flower: name = CaHgezqLPTo, Type = Type.WILD, GetQuotient = 0.2727272727272727
612: Tree: age = 57942, name = AoKIeiJYAFT, GetQuotient = 0.2727272727272727
613: Tree: age = 59244, name = oHMNnQFueJQ, GetQuotient = 0.2727272727272727
614: Tree: age = 22400, name = HTaVkOzsonu, GetQuotient = 0.2727272727272727
615: Flower: name = pqtrtejibYa, Type = Type.GARDEN, GetQuotient = 0.2727272727272727
616: Flower: name = wNkxoHoEbin, Type = Type.GARDEN, GetQuotient = 0.2727272727272727
617: Flower: name = DNieiYYjzbs, Type = Type.WILD, GetQuotient = 0.2727272727272727
618: Flower: name = PKkJuUyDioL, Type = Type.WILD, GetQuotient = 0.2727272727272727
619: Flower: name = muMfvoatVfP, Type = Type.HOUSE, GetQuotient = 0.2727272727272727
620: Bush: month = Month.AUGUST, name = qNimWujuPFp, GetQuotient = 0.2727272727272727
621: Flower: name = KnhiNSizren, Type = Type.HOUSE, GetQuotient = 0.2727272727272727
622: Tree: age = 7599, name = ElifYeLajYh, GetQuotient = 0.2727272727272727
623: Tree: age = 21449, name = bofJsYuIyki, GetQuotient = 0.2727272727272727
624: Flower: name = IQCazeigbmj, Type = Type.HOUSE, GetQuotient = 0.2727272727272727
625: Tree: age = 24713, name = uCkJeuFrddJ, GetQuotient = 0.2727272727272727
626: Flower: name = vTpIoKKakgu, Type = Type.HOUSE, GetQuotient = 0.2727272727272727
627: Flower: name = pkulsSFuhTu, Type = Type.GARDEN, GetQuotient = 0.2727272727272727
628: Tree: age = 55274, name = uJmuVlhKoLh, GetQuotient = 0.2727272727272727
